Nom;Code gare;Position Géographique;Localisation;Etat de fonctionnement;hauteur;adressesDNS;dateMiseEnService
Esc mec - 03 sortie extérieure;7be8e806-878f-4cd0-8a4b-0a068b85c474;;Sortie extérieure / Souterrain;OK;;;
esc mec - Quai 2/4 côté Paris;a5bf3b1d-70e4-4873-98ab-9f03a79fa558;;Voies 2 et 4 côté Paris / Hall;OK;;;
ESC.MEC D018 Quai 2 - Voie;3f519c5f-4abc-4672-842f-c6e5fb7542e8;;Voie 2 / mezzanine;OK;;;
ESC.MEC E500 DA1C1;b1fb9e27-f0db-46bf-a753-dd21a7e306e3;;(DA1C1) Quais;OK;;;
esc mec - EM quai 2 Montée;a67ea41d-e5f5-496c-8b90-7aa0e774fb9f;;Voies 2 et 3 / Passerelle;OK;;;
ESC.MEC N032 EM.9 voies D/E;cb0d0983-2489-455c-b772-7ccdf8220678;;Voies D et E / passerelle 2;OK;;;
Esc mec - voies EF Pompidou;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;;Voies E et F / Hall 2;OK;;;
ESC.MEC A051 Quai Cergy;06d0f659-c55f-4971-9bf7-f85bc3d30780;;Voies 1 et C / passerelle;OK;;;
Esc mec - AC 09 - hall 4 Plateforme IDF voies 10 à 13 au niveau 0 (double sens);db3c1d28-2b95-43df-ae9f-5418a778abe0;;Voies 10 à 17 IDF Ligne N / Hall 4 niveau 0;OK;;;
Esc mec - Gare de Bercy - EM extérieur - E07;adceab5e-d9bf-4cdc-8c13-66902b313a7c;;Rue de Bercy - droite / Gare de Bercy extérieur;OK;;;
Esc mec - TB1 - Quai RER;f41e853e-620f-4ce9-988b-4f7a75625dd2;;Niv 2 - Accès NORD - Hall gare / Niv 1 - Accès NORD - Voies RER;OK;;;
Esc mec - EM 16 - Mezzanine <==> quai voies 34/35;70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 4 - Niv-2 - Mezzanine banlieue / Hall 3B - Niv0 - Quai 34-35;OK;;;
Esc mec - EM3 - Souterrain Descente Parking;4fc115c3-1b40-4178-9985-190a3520b2f9;;Souterrain / Parking gauche;OK;;;
esc mec - EM 8 - QT vers Rue SPP milieu côté Rome;9525725e-3b2c-4d63-9fa9-236a4ae26fee;;Niveau Rue / Hall Niveau Quais;OK;;;
ESC.MEC N012  Quai C;8ea049ab-b432-423d-a171-edf75fe75f28;;Quai C;OK;;;
esc mec - EM 03  Hall 1 Sud;72a31fc3-3b7f-4e0d-823f-ce3a878505de;;Hall 1 (descendant) / parvis;OK;;;
esc mec - Rhône Express grand esclier Nord (tramway);ded1a773-b7d6-4c70-b9e9-f154e65be849;;Palier intermédiaire Rhône Express - Des / Rhône Express;OK;;;
ESC.MEC N024 Quai 2 Voie B N°E4;f2a8095f-704e-45c5-bc4f-04fb12eaceaf;;Voie B / souterrain;OK;;;
ESC.MEC D026 Voie 2 BV;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af;;Voie 2 côté hall / passerelle / sortie stephenson;OK;;;
Esc mec - GB Nord montant Rdc vers N1;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;;Voie 3 / Accès Hall de Gare;OK;;;
esc mec - Parvis dalle Nord;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Parvis Nord / hall départ;OK;;;
Esc mec - 36 A - Mezzanine <==> quai RER voies 42/44;70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 4 - Niv-3 - Voies 42 et 44 / Hall 4 - Niv-2 - Mezzanine banlieue;OK;;;
esc mec - EM quai 4 Montée;a67ea41d-e5f5-496c-8b90-7aa0e774fb9f;;Voies 6 et 7 / Passerelle;OK;;;
esc mec - E 49-voie 22/23;adceab5e-d9bf-4cdc-8c13-66902b313a7c;;Rue Corbineau - droite / Gare de Bercy extérieur;OK;;;
Esc mec - AB2 - hall 1 du niveau 0 porte Océane 6 au niveau +1;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Sortie Tour Monparnasse niveau 0 / Mezzanine niveau 1;OK;;;
EPMR - VOIE 2bis;fbf8a217-00c2-46ae-8783-b190c2465d98;;Voie 2bis;INCONNU;0.0;;
EPMR - hall de le gare (EPMR fixe);07ab99b3-d90e-4f12-8af8-f17a6d9fef58;;Hall / Souterrain;OK;0.0;;2002-01-01T00:00:00
EPMR - Quai 1;a3c1caa4-5a2b-4b84-a1ba-b1ac84f1cea1;46.209187, 3.430614;Souterrain / Voie A, hall;INCONNU;0.0;;2014-01-01T00:00:00
EPMR - Quai 3;a3c1caa4-5a2b-4b84-a1ba-b1ac84f1cea1;46.209187, 3.430614;Souterrain / Voie D et 12;INCONNU;0.0;;2014-01-01T00:00:00
EPMR - Hall 1 / PE-Y-1 metro gauche - face ascenseurs panoramique;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Métro niveau - 1 / Métro niveau -1 Parking;KO;0.0;;2018-12-01T00:00:00
EPMR - souterrain quai 2 côté quai B;0da968b8-dd3e-469f-9778-a26b3474538b;48.765995, 5.5890064;/;INCONNU;0.0;;2009-01-01T00:00:00
Ascenseur - Voie 1/Souterrain;0c5b9261-4e09-47d6-8247-4f32ec8afc06;48.451424, 1.235225;Voie 1 / Voie 1/Souterrain;KO;0.0;;2009-12-01T00:00:00
Ascenseur - Voie 3/Souterrain;8b09091d-1683-49b0-860d-446879bc769c;;Voie 3 / Souterrain;OK;0.0;;2023-04-07T00:00:00
ascenseur - 01 ascenseur voie 1 Le Verdon;d35619d4-4788-4b84-b808-7cb6891816f6;44.82662, -0.626049;Voie 1 / Parvis;OK;0.0;;2010-01-01T00:00:00
ascenseur - quai 2;ceea862c-a10a-4f12-9a3f-fbc29772014f;49.739586, 3.0700014;Voie 2 / Passerelle;OK;0.0;;2012-10-15T00:00:00
Ascenseur - voie A coté BV;be42ead8-7fa0-46c6-baae-98433460602e;;Voie A / passerelle;OK;0.0;;2019-09-28T00:00:00
ASC.PMR 1008 ASC4;69a5f787-dba4-4e73-92e2-b03d8aed840b;;Voies 32 et 34 / terrasse;OK;;;
ascenseur - Quai 3 voie C/D;f14729c4-c30a-4f0d-a2df-307b15434c72;;Voies C et D / passerelle;OK;0.0;;2018-05-22T00:00:00
ascenseur - quai BV;7961b3df-0a9f-45ac-9eff-d15777953822;;Voie 1 / Souterrain;OK;0.0;;2020-09-08T00:00:00
ASC.PMR 3032 Quai B;5c9a84de-6048-4d9c-9d9d-272ef5d90c2c;;Voie B / passerelle;KO;;;
ASC.PMR 1025 Quai 1;bad41300-abf5-4e86-ab05-482b2722c18a;;Voies A et B direction Tournan / souterrain;OK;;;
Ascenseur - N°18 - voies 44/46 entre repère O et P;abb69b50-0b86-49ef-8fc5-c1116b5514a2;;Voies 44 et 46 entre repère O et P / Hall 1;OK;0.0;;2020-07-02T00:00:00
ascenseur - Quai N°4;cee9c428-7a56-404b-a507-687c6664bab4;50.37207, 3.0908604;Voies 6 et 8 / Souterrain;OK;0.0;;2016-06-28T00:00:00
ascenseur - Coté Voie A;3043a54b-c4a2-44fe-8a87-768b8348aa74;50.95342, 1.8506227;Voie A / passerelle;OK;0.0;;2013-06-15T00:00:00
ascenseur - quai 5;b6e18100-d3f6-4702-b661-031af45630e5;45.151936, 1.5285953;Voie G et H / souterrain;OK;0.0;;2013-11-17T00:00:00
ascenseur - quai 1;2a4e6d09-1f14-4324-8266-20632520d1a9;44.77996, 4.8307705;Voie A / passerelle;OK;0.0;;2011-04-01T00:00:00
ASC.PMR 1081 Voie C;ad656bd1-7caa-43fe-9e39-aaa6e11d6aea;;Voie C direction Tournan;OK;;;
ascenseur - Voie Est;be8b0fdc-7290-4218-bfa7-1b65897df59f;45.744904, 4.842014;Voies A et B Est / Entrée-Sortie sur rue;OK;0.0;;2010-02-10T00:00:00
Ascenseur - Quai voie 2 Direction Rennes côté parking;8cf9028a-0ca6-4e40-8111-274c54da8ecd;48.139256, -1.9491799;Voie 2 / souterrain;OK;0.0;;2014-01-01T00:00:00
ascenseur - quai 1;b6e18100-d3f6-4702-b661-031af45630e5;45.15232, 1.5289447;Voie A / Souterrain;OK;0.0;;2013-11-17T00:00:00
Ascenseur - Quai 4 Nord Voies 6/7;876acd6d-c67b-47fd-95ee-f2b13b33508e;;Voies 6-7;INCONNU;0.0;;2023-09-01T00:00:00
ASC.PMR 5210 Parvis (BV);4ff8ff1d-f98d-49da-ae29-3897f322db66;;Parvis;OK;;;
ASC.PMR 4558 ASC1 Sortie Seine;72a0f993-451e-4b5a-bb32-d162e42906ce;;Sortie ville accès Seine / souterrain;OK;;;
ascenseur - voie central (direction PARIS);9400faec-9ccf-4e37-ae25-dc399e0f7191;49.27554, 1.2248682;Voies 1 et C / Passerelle;OK;0.0;;2016-10-17T00:00:00
ascenseur - voie 3;1b5976cd-d539-4dd9-9ebf-80735cb42e25;48.725792, 2.2615612;Voie 3 / Parking;OK;0.0;;
ascenseur - Hall dalle béton Quai 1/3 (côté Le Havre);a5bf3b1d-70e4-4873-98ab-9f03a79fa558;;Voies 1 et 3 côté Le Havre / Hall;OK;0.0;;2017-07-11T00:00:00
ascenseur - ascenseur ville;17e0051d-991b-489f-b423-b7eb61c38b8c;48.43459, 0.09933298;Ville / Passerelle;OK;0.0;;2014-05-01T00:00:00
ASC.PMR 2265 BV;c15cbd3a-192d-49a6-b147-2d3f0c850535;;Hall / souterrain;OK;;;
Ascenseur - quai voies 1/3;a99c4503-7fa0-4176-b908-74f5e50cba32;49.6851, 1.7744601;Voies 1 et 3 / Passerelle;OK;0.0;;2012-06-01T00:00:00
Ascenseur - quai 1 voie A côté BV;80c4a7a4-b9b5-4867-b5fd-07524ef841b9;;Hall / passerelle;OK;0.0;;2021-05-05T00:00:00
ascenseur - quai 2;f68349c3-7e4e-4d7c-90e8-5ed7e6215ffb;45.716602, 4.8134584;Parvis / Voie A;OK;0.0;;2013-11-01T00:00:00
ASC.PMR 2216 Quai 1 / Voie 1 bis;1c48e89c-ed0c-4b36-86de-705214201724;;Voie 1bis;OK;;;
ascenseur - quai voie 2;4b9d4f6e-fff0-4386-8e20-93feb94ace12;;Voie 2 / passerelle;OK;0.0;;2017-11-16T00:00:00
ascenseur - Quai 2;0449296d-a082-4c47-a934-3a9e643405f1;43.603516, 1.3338261;Voiei 2 / souterrain;OK;0.0;;1999-01-01T00:00:00
Ascenseur - Quai n° 1       vers souterrain;eb38b179-61d1-4e6e-ae8b-43cffa478bb0;50.51714, 1.6422242;Voie 3 / soutterain;KO;0.0;;2011-04-27T00:00:00
Ascenseur - Quai 2;17cc8089-db62-47e5-bbf3-a8d055510d42;;Voie B / passerelle;OK;0.0;;
Ascenseur - voie 1;0272dc14-616c-4ca5-9d2f-16e51eead23a;;Voie 1 / passerelle;OK;0.0;;2020-12-10T00:00:00
Ascenseur - Quai 2 / Passerelle;839a9dda-0868-426f-a3b0-32964b939bd2;50.521996, 2.6378963;Voie C / passerelle;OK;0.0;;2024-04-08T00:00:00
Ascenseur - R-1 PaSo / Rdc Hall - Voie A;f8e59bde-55d4-41d2-bb80-79b1a19b5210;;Hall et voie A / Souterrain;OK;0.0;;2012-11-14T00:00:00
Ascenseur - GB ascenseur central;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76056, 4.8607297;Accès train / Billeterie / Restaurant;OK;0.0;;2024-06-20T00:00:00
ASC.PMR 4537 Parvis;42fd8f3d-5580-421e-8ec0-da2fc8d21742;;Parvis;OK;;;
ascenseur - hall;551bef2a-5047-4cc9-9d9f-37303100a8b4;46.12643, 3.430656;Hall et voie A / Souterrain;OK;0.0;;2008-05-15T00:00:00
ascenseur - quai voie 2;ae958902-2c15-489c-98c7-d8e066e41d2a;45.560028, 5.4498935;Voie B / passerelle;OK;0.0;;2018-01-09T00:00:00
Ascenseur - Quai 5;72a31fc3-3b7f-4e0d-823f-ce3a878505de;;Voie 7 et Voie 8 / souterrain PMR;OK;0.0;;
ascenseur - quai 2;2604c543-23db-449d-899b-2e7132fc7f14;48.109592, 5.134525;Voies 1 et 2 / souterrain;INCONNU;0.0;;2019-05-25T00:00:00
ascenseur - Quai 1;89f34f06-fa0c-4b4b-bfea-ef38436756d3;46.184147, 5.532904;Souterrain / Voies B et C;OK;0.0;;2010-06-01T00:00:00
Ascenseur - Quai 2 / Voie 1;ab1d8932-c005-4c6d-9c3a-d13ff399b74d;;Voie 1 / Souterrain;OK;0.0;;
ascenseur - Quai central - voie 1;9cee5c3b-cdb1-4ec5-b966-3d41635bc414;;Voie 2 / Passerelle;OK;0.0;;2018-06-04T00:00:00
ascenseur - Accès rue de Bercy/Tour Gamma - panoramique;a6433423-9738-42fd-a125-321b28d78e8a;48.8443, 2.3732142;Galerie Diderot / Hall 1 (rue de Bercy);KO;0.0;;2002-01-01T00:00:00
ASC.PMR 4616 Quai 1 opposé au BV;f2a8095f-704e-45c5-bc4f-04fb12eaceaf;;Quai 1 opposé au BV;OK;;;
ascenseur - Quai B - Paris;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 1 et 2 Paris souterrain / Hall départ;OK;0.0;;2017-06-30T00:00:00
ASC.PMR 2509 Quai D Voie 17/18;592e9a77-d5e5-4700-a429-305985cc5892;;Voies 17 et 18 / souterrrain;OK;;;
Ascenseur -  quai 2;37652d5f-3760-4551-8896-7bb5c36a64ae;46.028915, 0.18692394;Voies 2 et 4 / Passerelle;OK;0.0;;2021-11-22T00:00:00
ascenseur - Quai 1 voie 2;32168a27-64dd-42dc-a1dc-1dfc144b7c02;48.24006, 4.466524;Voie 2 / Passerelle;OK;0.0;;2014-11-27T00:00:00
ascenseur - Hall central quai 4 - voies G/H;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;;Voies G et H / Hall 1;OK;0.0;;2017-12-08T00:00:00
ascenseur - quai 1;e91fb85e-f339-484b-8d00-9d2e14496446;;Voie 1 / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - Quai 1;8ab23eb6-9e3f-4b92-b26e-768f007deec4;47.590225, 7.5554423;Voies A et B / souterrain;OK;0.0;;2012-07-01T00:00:00
ASC.PMR 3062 Voie 1;d50239eb-b78d-4c5c-986a-7c225667ec62;;Voie 1 / passerelle;OK;;;
Ascenseur - Quai Voie E côté BV (1515621);8ffc51b5-4097-4d81-a0db-a3af1678e010;43.296043, 5.56658;/  /  /  /  /  /  /  /  /  /  /  /;OK;0.0;;1996-08-01T00:00:00
Ascenseur - Quai extérieur Voies 1/1bis / N° mainteneur : 10960496;2112f0da-6193-486d-b30a-aed6c54ac027;43.834385, 5.044139;Quai extérieur / souterrain;OK;0.0;;2017-11-27T00:00:00
ascenseur - côté BV;a4e5ea53-d8ac-48e3-ac3b-8abae06c4ec6;48.978592, 5.2702675;Hall / Voie 4;OK;0.0;;2007-01-01T00:00:00
Ascenseur -  parvis;4fc115c3-1b40-4178-9985-190a3520b2f9;;Parvis accès hall / Souterrain;OK;0.0;;2015-01-08T00:00:00
ascenseur - Quai 3;4798b888-7286-462c-9e48-1648683b166c;;Voies 4 et 5 / souterrain;OK;0.0;;2020-01-01T00:00:00
ascenseur - quai 3;a7bd6c6c-8e22-466d-92bc-eb5847d8422f;;Voie 4 / souterrain;OK;0.0;;2016-10-15T00:00:00
Ascenseur - Voie 1 Quai 2;0e67d5e5-f10d-431f-81a7-440011183b06;;Voie 2 / Passerelle;INCONNU;0.0;;2024-11-01T00:00:00
ascenseur - quai 2;2d877e37-0fc7-4376-ab42-61ec67800963;;Voies C et D / Souterrain;KO;0.0;;2007-01-01T00:00:00
Ascenseur - Voie 2 Quai 1 côté BV;0e67d5e5-f10d-431f-81a7-440011183b06;;Voie 1 (Sortie) / Passerelle;INCONNU;0.0;;2024-11-01T00:00:00
ASC.PMR 1007 ASC1;69a5f787-dba4-4e73-92e2-b03d8aed840b;;Place Berry / terrasse supérieure;OK;;;
Ascenseur - Voies A et B / Passerelle;839a9dda-0868-426f-a3b0-32964b939bd2;50.521996, 2.6378963;Voies A et B / Passerelle;KO;0.0;;2024-04-08T00:00:00
ASC.PMR 4528 Voie 1;29a7ff77-3141-499e-9b69-e8b08c76b90f;;Voie 1 / Bureau de vente / Rue;OK;;;
ascenseur - Quai n°  3      vers soutterain;eb38b179-61d1-4e6e-ae8b-43cffa478bb0;50.51718, 1.6424643;Voies 4 et 6 / souterrain;OK;0.0;;2011-04-27T00:00:00
Ascenseur - Hall 3 - dépose minute;a6433423-9738-42fd-a125-321b28d78e8a;48.84454, 2.3767915;Hall 3 / dépose minute;INCONNU;0.0;;
ASC.PMR 2013 Voie 2;98a83895-a65b-49f1-aba8-b2a87539a9b6;;Voie 2 / hall;OK;;;
ASC.PMR 4524 Salle d'échange<>Quai Grandes Lignes;002271ab-2ed4-4eaa-aed1-d1db7a81f230;;Salle d'échange<>Quai Grandes Lignes;OK;;;
ASC.PMR 4062 Quai C Voie 1;e52102d3-8988-490a-a0d6-54fea3a7e433;;Voie 1;OK;;;
ascenseur - Quai voie 2 - BV;9cee5c3b-cdb1-4ec5-b966-3d41635bc414;;Voie 1 / passerelle;OK;0.0;;2018-06-04T00:00:00
ASC.PMR 2258 Voie 2;0ac27581-65b6-41e4-ab47-11eb5972118e;;Voies 1 et 2 côté ligne H;OK;;;
ASC.PMR 2271 Q.CENTRAL / DESK;c15cbd3a-192d-49a6-b147-2d3f0c850535;;Quai central / deck;KO;;;
ascenseur - Quai 1;b28c1c69-2283-401a-8d09-b9fa78fb598e;46.315548, 3.39404;Voie 1, hall / Souterrain;OK;0.0;;2012-05-01T00:00:00
Ascenseur - Voies B/C;cb442ba3-7db7-4c3a-b803-ba328407614d;;Souterrain / Voies B et C;KO;0.0;;2023-11-23T00:00:00
ASC.PMR 5024 Quai 3 Sortie;74b459fa-c74d-4d5f-bb4f-816841d105f2;;Quai 3;OK;;;
Ascenseur - Voie 2/Souterrain;b1cf6cf7-c599-4ebb-bc98-66dd3a9acbec;47.586266, 1.3234797;Voie 2 / souterrain;OK;0.0;;2022-05-16T00:00:00
ascenseur - parcotrain;350c9a45-bc6d-4770-8599-f1cff208c5c9;48.177803, 6.4408884;Souterrain / Parking / Rue Jean Jaurès;KO;0.0;;2010-05-03T00:00:00
ASC.PMR 1062 Quai 2;c610489b-88bb-4641-8298-b64a9e655737;;Voies C et D / souterrain;OK;;;
Ascenseur - quai 3;3408023f-e7b9-47e4-8777-b85512d7f9e4;48.73877, 7.05184;Souterrain / Voie 6;OK;0.0;;2022-03-01T00:00:00
ASC.PMR 5014 PARVIS;6c4f7184-215c-4eca-aaf4-92f938622d99;;Parvis côté rue Marcel Pagnol / souterrain;OK;;;
Ascenseur - Souterrain / Voies B-C;07ab99b3-d90e-4f12-8af8-f17a6d9fef58;;Voies B et C / souterrain;OK;0.0;;2024-06-06T00:00:00
ascenseur - Quai 1;28248836-2dc7-41d4-8aa9-bc1b1e324370;45.791996, 3.161515;Voie E / Passerelle;OK;0.0;;2011-12-01T00:00:00
ASC.PMR 3012;6dc6a238-ee1d-45ca-8aaf-135282f8debb;;Voie A accès rue Transvaal;OK;;;
ascenseur - QUAI 1;87af8e36-3614-427c-8635-482939f70608;;Voie 2 / souterrain;OK;0.0;;2005-01-01T00:00:00
ascenseur - quai 3;dbcc38ea-df8d-49f0-9e13-25648c35a1a8;49.25892, 4.0234876;Voies D et E / Souterrain;OK;0.0;;2007-01-01T00:00:00
ASC.PMR 3087 Quai B;bad56e29-6c46-4423-8aaf-8ce2fdfc786e;;Voie B / souterrain;OK;;;
Ascenseur - quai 1;bace1e8a-441b-451d-9d93-f475535678fc;43.49701, -1.47016;Voie A / Souterrain;OK;0.0;;2022-06-01T00:00:00
ASC.PMR 2026 Quai D Voie 6;b75eb83a-5311-4588-aed6-72de16308e96;;Voie 5 / souterrain;KO;;;
Ascenseur - Souterrain / Voie F;07ab99b3-d90e-4f12-8af8-f17a6d9fef58;;Voie F / Souterrain;OK;0.0;;2024-06-06T00:00:00
ASC.PMR 2207 Voie 2 (Coté BV);c26f35f0-4a42-41d6-b2ac-841b75bb309d;;Voie 2;OK;;;
ascenseur - Hall central quai 2- voies C/D;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;45.76059, 4.859828;Voies C et D / Hall 1;OK;0.0;;2014-11-25T00:00:00
ascenseur - Quai 2 voie A/B;f14729c4-c30a-4f0d-a2df-307b15434c72;;Voies A et B / Passerelle;OK;0.0;;2019-01-31T00:00:00
Ascenseur - 612 - Quai N - Salle d'échange - (5013);a6433423-9738-42fd-a125-321b28d78e8a;48.84378, 2.374128;Plateforme d'échange RATP SNCF / Rue de Bercy - Gauche / Hall 1 (voie N - Gauche);OK;0.0;;1990-01-01T00:00:00
Ascenseur - quai 2;6ddf0e1a-aa3d-41c7-b3d1-a9f3fbec548e;;Voie 2 / Passerelle;KO;0.0;;2021-02-09T00:00:00
ascenseur - quai BV;17e0051d-991b-489f-b423-b7eb61c38b8c;48.433884, 0.098531;Voie 1 / passerelle;OK;0.0;;2014-05-01T00:00:00
ascenseur - Hall Thiers;bd3a55c7-b622-414f-907b-ce379d351038;48.689777, 6.174288;Souterrain / Hall Thiers;OK;0.0;;2007-01-02T00:00:00
ascenseur - quai voie 1B;30c29ea8-dd83-4b34-a248-01cbea27ffdd;49.070724, -0.07345528;Voie B / passerelle;OK;0.0;;2015-10-01T00:00:00
ascenseur - quai 3;32eba86a-ac73-483b-94f8-2835aff358d6;48.072903, 7.3463616;Voies D et E / Souterrain;OK;0.0;;2008-06-09T00:00:00
Ascenseur - Parvis BV;37479a4c-decc-4ae5-a5e1-f3e2524244cd;45.27804, 6.35367;Souterrain / Parvis;KO;0.0;;2022-05-17T00:00:00
ascenseur - quai 1 - voie A;d16e5e6c-264c-4832-b788-5284c31cba6e;;Voie A / Souterrain;OK;0.0;;2016-09-13T00:00:00
Ascenseur - ASC géré Concédé R+1 côté galerie Hall 2;876acd6d-c67b-47fd-95ee-f2b13b33508e;;Hall 2;INCONNU;0.0;;2023-09-01T00:00:00
ascenseur - BV - hall cœur de gare;1bcddafd-8089-46a8-ba61-dca40efac2bc;46.20007, 5.214964;Hall et accès voie 1 / Souterrain;OK;0.0;;2014-07-01T00:00:00
Ascenseur - AS 15 Transmanche voies 5/6;70835097-e1ff-4138-86e1-4758ed173ed6;48.881504, 2.3550303;Hall 2 - Niv+1 - Terminal Transmanche / Hall 2 - Niv0 - Voie 5;OK;0.0;;1996-01-01T00:00:00
Ascenseur - Voie 2;5d5ee38a-caad-4f35-9419-0edf6d6a0fe1;;Voie 2 / Passerelle;OK;0.0;;2022-11-22T00:00:00
ASC.PMR 1028 Quai 3;c93c403b-1b15-4915-8aea-58759ea23609;;Voies F et G / souterrain;OK;;;
ascenseur - Quai 1 (coté BV);dfee683d-5056-46bd-b450-1fcac60df295;45.73886, 3.1678555;Voie 1 / hall;OK;0.0;;2004-06-15T00:00:00
Ascenseur - Souterrain / Voie A (Côté Bureau de vente);34e030aa-eb7c-482a-be4c-9bffc8532700;;Voie A (Côté Bureau de vente) / Souterrain;OK;0.0;;2024-09-30T00:00:00
Ascenseur - BV- Accès quais voyageurs quai central;501f3e05-8067-4b54-9897-5fb8ba6564f9;45.524315, 4.6058755;Voie A / passerelle;OK;0.0;;2005-06-15T00:00:00
ascenseur - Quai A;49521c71-9e92-472f-a94a-025750202786;48.181644, -0.12828965;Voie 1 / Souterrain;OK;0.0;;2003-01-01T00:00:00
ascenseur - voie 2;5200cd1a-ff56-4694-a250-117a6e77104c;45.034355, 0.35351443;Voie 2 / Passerelle;OK;0.0;;2011-12-01T00:00:00
ASC.PMR 3036 Quai C;847c7c15-4bb0-47e8-960d-215dd730a4fc;;Quai C / souterrain;OK;;;
Ascenseur - Accès ville quartier Nord;61cf9d9c-ef65-47c2-8bfd-59b79b96bee1;;Sortie ville Gare Routière / Sortie passerelle;OK;0.0;;2022-02-22T00:00:00
Ascenseur - 14 asc hall 3 Belcier gauche - côté rue;72a31fc3-3b7f-4e0d-823f-ce3a878505de;;Hall 3 Belcier / Parking niveau -1 et niveau 1, 2, 3, 4,;OK;0.0;;2017-05-01T00:00:00
Ascenseur - voie 1 (côté BV);5d5ee38a-caad-4f35-9419-0edf6d6a0fe1;;Voie 1 / passerelle;OK;0.0;;2022-11-22T00:00:00
ASC.PMR 4556 ASC3 Quai 50/51;72a0f993-451e-4b5a-bb32-d162e42906ce;;Voies 50 et 51 / souterrain nord;OK;;;
ASC.PMR 5055 Voie 2 / 2B;74fe3ead-67da-41d3-917f-fc1d9435d398;;Voies 2 et 2B;OK;;;
Ascenseur - côté BV;44ac5415-71df-4f6f-97cf-3c654c5a31c1;;Souterrain / Hall, parking;OK;0.0;;2022-03-09T00:00:00
ASC.PMR 2068 Quai Arcade;0ac27581-65b6-41e4-ab47-11eb5972118e;;Voie 3;OK;;;
ascenseur - Hall dalle béton Quai 2/4 (côté Le Havre);a5bf3b1d-70e4-4873-98ab-9f03a79fa558;;Voies 2 et 4 côté Le Havre / Hall;OK;0.0;;2017-01-12T00:00:00
ASC.PMR 1022 Voie B;aa319377-4fcd-48d3-9489-337cde4574d6;;Voie B / souterrain;OK;;;
Ascenseur - Voie 1 Direction Quimper;6b4edd01-4014-4d04-8e50-704567fafb0b;;Voie 2 parvis (côté BV) / souterrain;OK;0.0;;2014-03-27T00:00:00
ASC.PMR 4612 Quai A;b24b827d-3526-4db8-ba24-6634478771a4;;Quai A;OK;;;
Ascenseur - Souterrain / Voies D-E;6e6aa7eb-c607-4ee7-a4af-9ca188f908db;;Voie G / Souterrain;KO;0.0;;2019-07-01T00:00:00
ASC.PMR 2212 Quai 2 Voie 2bis / 1;f9f43a86-a820-4b1b-ab51-cac140e90aad;;Voies 2bis et 1;OK;;;
ASC.PMR 3079 Voie 2;c12f345c-2b13-4405-bbc3-9fc51f95e404;;Voie 2 direction paris;OK;;;
ASC.PMR 4549 Quai B;aa461143-01d1-4d1c-9c66-727e2aa0b024;;Quai B / parvis;OK;;;
Ascenseur - hall 3 -  Ascenseur public Droit;db3c1d28-2b95-43df-ae9f-5418a778abe0;48.83851, 2.3161557;Voie 24 niveau 2 / Hall 3 niveau 3 voies 25 à 28 / Point Groupe niveau 4;OK;0.0;;1986-01-01T00:00:00
ASC.PMR 2512 Quai 1 Voie 1;a1ec728f-142d-4660-84e0-46029c02106c;;Voie 1 / bureau de vente / passerelle;KO;;;
ascenseur - quai 1;8926cdf6-1bc0-4547-a590-80dcbd6533ce;;Voie A / passerelle;KO;0.0;;2004-01-01T00:00:00
Ascenseur - quai 3;12a49316-04e9-4d07-ae46-01860a452d73;;Voie 1 / Souterrain;OK;0.0;;2020-07-30T00:00:00
Ascenseur - Quai C;8ea7ad73-7e01-47b8-9f13-904237194ac6;;Voie C / Souterrain;OK;0.0;;2023-03-20T00:00:00
ascenseur - Quai A;73fb2488-e269-4f03-8621-2c597fe66215;47.269123, -0.071828045;Voie A / Souterrain;OK;0.0;;2011-04-01T00:00:00
ascenseur - quai 2;0861af25-9c27-41b6-bcd3-228ebb014c17;48.813507, 7.7821865;Voies B et C / Passerelle;OK;0.0;;2017-08-01T00:00:00
Ascenseur - AS12 VGL2 Transmanche - Cour Napoléon;70835097-e1ff-4138-86e1-4758ed173ed6;48.880184, 2.355151;Hall 2 - Niv+1 - Terminal Transmanche / Hall 1- Niv-1;OK;0.0;;2015-09-01T00:00:00
ascenseur - Voie A;2e500c0d-7a48-452c-8753-efad7d204b23;48.546967, 7.6279345;Voie A / passerelle;OK;0.0;;2008-01-03T00:00:00
ascenseur - Voies CD;6c2f21ad-e55b-4d8a-a24c-674496c8118b;43.593662, 1.4139405;Voies C et D / souterrain;OK;0.0;;
ascenseur - Accès voie B;f8b3caf8-418e-4f53-820e-9ec46526dcef;45.446823, 4.385439;Voie B / Boulevard Jules JANIN;OK;0.0;;2003-01-02T00:00:00
